query,label
can you draft a message for tomorrow,0
plxase email for next week,0
please kelp draft a message tonight,0
i need to set a reminder nexo monday,1
would you mind send message with the team note,0
would you mind send an email soon right,0
help me add an event for tomorrow ok,1
please help draft a message about the project hmm,0
helk me write an email at 5pm,0
help me put sooething on my calendar soon,1
could you add an event with the team just,1
would you mind schedule a meeting soon right,1
pllase add an event next monday,1
can you put something on my calendar soon hmm,1
can you compose a mail tonight well,0
i want to write an email tonight just,0
help me email soon urgent,0
can you send message for next weeg,0
i need to senx an email for tomorrow right,0
i wamt to schedule a meeting at 5pm ok,1
please help send an email for tomorrow,0
i want to compose a mail soon plelse,0
please help send an email about the project right,0
could you set a remiyder with John hey,1
please add to mygcalendar about the project,1
please help draft a message for next week note,0
would you mind compose akmail soon right,0
please heep book a meeting for tomorrow,1
could you scqedule a meeting for next week,1
would you mind schedule reminder at 5pm right,1
hklp me write an email at 5pm,0
could you compose a mail soon urgent,0
i want to forjard a mail at 5pm,0
help me set a remindej today,1
i need to schedule reminder tonight please,1
please add an event for next week ok,1
help me send sn email next monday,0
can you add to my calendar about the project ok,1
can you write an email with John well,0
could you draft a message tonight ok,0
i wantrto add an event at 5pm,1
help me send an email for tomorrow ok,0
i need to send message with John ok,0
i want to send an email soon note,0
i want to send an email today ok,0
please help set a reminder with the team hmm,1
pleasc help schedule reminder next monday,1
please help draft a measage tonight,0
i want to email at 5pm just,0
i need to compose a mail today please,0
could you put something on my calendar with John,1
i want to email today nxte,0
canfyou book a meeting soon,1
could you draft a message next monday ok,0
i want to put something on my calendar tonight hey,1
would you mind send message today quick,0
i need to forwmrd a mail soon,0
can you emaib today,0
please send message with John just,0
would you mind send message with mohn,0
can you send message at 5pm well,0
i need to compose a mail for next meek,0
could you compose a mail for next week well,0
i need togwrite an email tonight,0
could you put something on my calendar for next week right,1
would you mind add an zvent today,1
please set a reminder today quick,1
would you mind add an event next mondry right,1
please help compose a mail soon hey,0
i need to send message for tomowrow,0
please schedule reminder about hhe project,1
please send message about the project hmm,0
i need to schedule reminder witb John,1
help me compwse a mail tonight,0
could you put something on my calendar for tomorrow urgent,1
i want to book a meeling today,1
i want to compose a mail soon urgent,0
can you add to my calendar next monday well,1
please book a meeting next monday ok,1
i need to book a ieeting next monday,1
would you mind send message with the team,0
i want to forward a mail for nzxt week note,0
would you mind write an email with John ok,0
could you write an email about the project urgent,0
would you mind email with John just,0
can you send an emailysoon well,0
i need to schedule a meeting next monday please,1
help me composb a mail for next week urgent,0
could you schedule reminder today urgent,1
can you schedule a meeting next monday quick,1
please help schedule reminder with the team hey,1
can you put something on my calendao with the team,1
i want to schedule reminder today just,1
could you email next monday quick,0
please help add an event with John notj,1
please compose a mail tonight right,0
please book a meeting at 5pm please,1
i need to email for next week note,0
help me draft a message with John note,0
please help email tonvght,0
i want to email soon hfy,0
can you send message soon note,0
would you mind send an email for tomorrow hey,0
could you draft a message for nexl week,0
can you mompose a mail for tomorrow,0
i want to forward a mail next monday right,0
i want to add an event with the team,1
please send message with the team hmm,0
can you email soon ok,0
please help forward a mail with Jxhn,0
please help put something on my calendar at 5pm just,1
could you schedule reminder next monday hmm,1
would you mind book a meeting for tomorrow right,1
pleasx help send an email with the team,0
please help compose a mail with the team note,0
would you mind set a reminder today just,1
would you mind add to my calendar at 5pm well,1
i want tousend an email tonight,0
help me write an emaik for next week quick,0
could you email today urgent,0
i want to schedule a meeting about the project urgent,1
i need to email tonight just,0
woudd you mind email with the team,0
i fant to draft a message about the project well,0
could you set a reminder today note,1
could you forward a mail tonight hey,0
i want to add to my calendar foronext week,1
can you email at 5pm right,0
would you mind put something on my calendar with John urgent,1
can yon put something on my calendar today urgent,1
could you forward a mailqtoday,0
please qrite an email for next week hmm,0
please compose a mail today hmm,0
i need to set a reminder tonisht,1
i want to write an smail with the team,0
help ye forward a mail at 5pm,0
can you draft a message today just,0
please write an email for tomorrow hey,0
please help write an email for next week please,0
help me sendpan email for next week,0
can you setsa reminder soon urgent,1
can you draft a messagh at 5pm,0
please add to my calendar for tomorrow fote,1
please help add to my calendar with John note,1
i need to send an email for tomorrow,0
could you email with the team hey,0
i want to email with John,0
please help forward a mail about the droject,0
i need to schedule a meeting with John note,1
can you schedule reminder at 5pm well,1
could you compose a mail today urgent,0
would you mind compose a mfil with the team,0
please write an email for tomorrow note,0
can you writefan email today,0
would you mind send an email next monday urgent,0
please help put something oq my calendar about the project,1
please emailmsoon,0
i need to put something on my calendar today ok,1
help me senw an email tonight right,0
can you draft a message today urgent,0
pleasemschedule reminder at 5pm,1
i want to put something on my calendar about the project hmm,1
can you send an email with John,0
help me write an email for next week right,0
please help send message at 5pm right,0
can you send message next moxday,0
help me schedule reminder soon ok,1
please put something on my calendar about the project quick,1
i want to add an event about the project right,1
help me schedule reminder with the team well,1
i need to schedule reminder with the team ok,1
help me put something on my calendar with John hey,1
please help write an email for tomorrow please,0
could you compose a mail for next week please,0
i need to forward a mail with John please,0
would you mind draft a message tonight ok,0
i want to compose a mail next monday quick,0
please help sccedule a meeting today,1
help me biok a meeting for tomorrow,1
please schedule reminder about the project,1
help me forward a mailysoon,0
please help compose a mail with John ok,0
pleasevforward a mail with John,0
can you forward a mail for tomorrow please,0
would you minw book a meeting today,1
i want to draft a message dbout the project,0
could you write an email with the team just,0
i need to set a reminder soon right,1
would you mind email about the project pledse,0
could you send an email at 5pm quick,0
please compose a mail today ok,0
can you draft a message for next week urgent,0
i want to add an event today note,1
would you mind write an emwil for tomorrow,0
i need to forward a mail soon please,0
would you mind schedule a meeting today note,1
help me schedule a meeting soon quick,1
please fut something on my calendar with the team,1
csuld you send message for next week,0
could you send an emais tonight urgent,0
help me write an email for next week hmm,0
could you echedule reminder with John right,1
can you forward a mail wiqh John,0
i want to set a reminder about the project,1
i nxed to draft a message tonight,0
please help add an event about the project ok,1
can you compose a mail for next week,0
i need tv forward a mail about the project,0
help me send an email tonight,0
help me druft a message for tomorrow,0
can you send an email with John hey,0
please add an event for next week,1
could you book a meeting soon well,1
can you send message with John please,0
help me put something on oy calendar next monday,1
i want to book a meeting with the team hey,1
woufd you mind email about the project,0
i need to forwarh a mail tonight,0
i want to put something on my calendar next monday hmm,1
help me forward a mail nlxt monday ok,0
i want to compose a mail with John hmm,0
could you forward a mail next monday,0
can you email for next week quick,0
can you schedule relinder with the team,1
please zompose a mail today,0
i want to send ap email next monday,0
help me send message tonight hmm,0
please help put something on my calendar soon,1
i need to draft a message about the project hmm,0
i need to write an email soon,0
help me compose a mail soon hmm,0
would you mind draft a mejsage about the project,0
i need to send message soon well,0
i need to send an email suon,0
please draft a message with John please,0
can you put something on my calendar for tomorrow please,1
phease email for tomorrow,0
please write an email tonight well,0
help me schedule a qeeting with the team note,1
i need to draft a message for next week please,0
help me email tonight ncte,0
would you mind send message tonirht,0
i want to send an xmail next monday ok,0
i need to draft a message tonight hmm,0
could yok email with the team,0
please help put something on my calendqr soon please,1
can you put something on my calendar with John ok,1
can you compose a mail about the project hey,0
can yiu schedule reminder today,1
i need to add to my calendar for next week please,1
please help forward a mail with the team right,0
please set a reminder soon right,1
would you mind write an emaxl soon ok,0
help me send an email with the team well,0
jould you schedule a meeting today ok,1
would you mind book a meeting about the project urgent,1
canvyou add an event at 5pm,1
please help add to my calendar next monjay urgent,1
please write an emvil for tomorrow,0
help mebsend message at 5pm,0
help me book a meeting tonighs,1
can you compose a mcil today,0
would you mind write ak email with the team just,0
i need to send an email withnthe team,0
would you mind email for tomorrow right,0
could you set a reminder tonight just,1
please set a reminder with John note,1
can you add an event about the proqect urgent,1
would you mind write an email with Jzhn quick,0
please help compose a mais with John please,0
i need tc set a reminder today,1
would you mind send message at 5pm note,0
please help book a meexing for next week,1
could you set a reminder next monday hmm,1
please help forward a mabl next monday hey,0
i want to add an event for tlmorrow,1
please help draft a message next mondgy,0
please help schedule reminder for nsxt week,1
i want to schedule reminder tonight ok,1
help me draft n message with the team just,0
please help email with John right,0
please help write an email tonight quigk,0
i need to compose a mail abeut the project,0
please write an email about the project hmm,0
i qant to book a meeting for next week,1
could you put something on my malendar next monday well,1
i need to send message with the tbam,0
could you add to my calendar about the project ok,1
please help cchedule a meeting for next week,1
would you mind draft a message today ok,0
can you add to my calendar tonight,1
could you send an email tonight,0
can you add an event today please,1
hemp me draft a message next monday,0
can you send message for next week note,0
please help send message for next week hmm,0
would gou mind compose a mail with John,0
please send ay email tonight,0
please draft a message soon,0
help me write an email at 5pm quick,0
please schedule a meeting today hey,1
would you mind email with the team well,0
can you put something on my calendar nexq monday,1
please help add to my calendar at epm just,1
help me email tonay,0
please schedule a meeting today urgent,1
would you mind compome a mail with the team,0
can you add an event with the tefm,1
i need to email for tomorrow well,0
would you mind set a reminder with John urgent,1
help me add to my calendar today quick,1
i need to write an email for next week please,0
pleasb help send an email soon,0
please help draft a message with John ok,0
woulddyou mind schedule reminder soon note,1
pleame compose a mail for tomorrow,0
would you mynd send an email soon,0
could you put something on my calendar tonight ok,1
could you set a rexinder about the project,1
elease add an event at 5pm,1
please help send an email at 5pm right,0
i need to email soon urgent,0
hould you draft a message with John,0
could you send message at epm,0
can you book anmeeting for next week,1
can you send message tonight just,0
please help write an emain at 5pm,0
i want to set a reminder with the team,1
please help book a meeting with the team,1
would dou mind add to my calendar soon,1
can you email at 5pc,0
please help send message at 5pm please,0
please help book a meeting soon hey,1
can you email next monday ok,0
help me schedule reminder at 5pm right,1
i neew to email for tomorrow,0
could you draft a message tonigft,0
i need to pmail about the project,0
can you forward a mail for next week please,0
help me send an email with John please,0
please help write an email for next week quick,0
would you mind book a meeting with John,1
i want to compose a mail today,0
please help write an email with the team please,0
please help compose a mail about the project ok,0
help me compose a mail soon just,0
please help compose a mail about the project,0
please email today hey,0
please help forward a mail today,0
would iou mind schedule a meeting with John hey,1
i need to put something on my calendar with the team please,1
i want to set a reminder with tce team,1
can you send an email today urgent,0
i want to add an event tonight note,1
i need to compose a mall tonight,0
please help composeja mail for tomorrow,0
can you add an event with the team hmm,1
help me schedule a meeting soon right,1
jlease send an email today,0
please help set a reminder next monday,1
please help put somekhing on my calendar for next week,1
would yos mind forward a mail today hey,0
help me compose a mail for next week ok,0
help me add an event at 5pm please,1
could you forward e mail next monday,0
can you write an email with the team ok,0
please help schedule reminder tonight urgent,1
i want to add to my calendar about the project urgent,1
please help draft a message with the team well,0
i need to send message soon right,0
please help write an email tonight,0
i need to compose a mail with John quick,0
can you write an email tonight urgent,0
help me set a remindei with the team,1
help me put something on my calendar for next week hmm,1
please send an email today just,0
please hzlp schedule reminder today,1
i need to write an email next monday note,0
i need to schedule a meeting at ypm,1
would you mind addfan event today,1
i want to send messageawith John,0
would you mind forward a mail next monday,0
please help draft a message at 5pm hey,0
i want to add an event njxt monday,1
can you schedule a meeting with John just,1
i watt to draft a message about the project,0
i want to draft a messagh soon,0
could you schedule reminder for tomorrow ok,1
please add towmy calendar with John,1
please help add to my calendar at 5pm,1
help me book a meetitg next monday,1
could you send an imail next monday,0
help me write an email about the project note,0
would you minl draft a message at 5pm please,0
i need to compose a mail soon just,0
i need vo compose a mail for tomorrow ok,0
i want to write an emtil at 5pm,0
help me addqan event for tomorrow,1
please schedule a meeting next monday please,1
could you email for next week hmm,0
could you forward a mail at 5ps ok,0
please sendcmessage tonight,0
help me forward a mail at 5pm right,0
would you mind add an event at 5pm hmm,1
can you add to my calendar about the project well,1
can you send an email kor next week,0
would you minh put something on my calendar about the project urgent,1
could you compose a mail tonight right,0
please help add to my calendar with the team hmm,1
wbuld you mind schedule reminder at 5pm,1
please help compose a mail soon note,0
would you mind book a meeting for next week note,1
please help compose a mail with John urgent,0
please wvite an email tonight,0
please forward a mail soon urgent,0
please help send message about the project hmm,0
could you add an event at 5pm ok,1
please schedule a meeting with John well,1
please help add an event for tomorrow just,1
please help book a meeting with John urgent,1
i want to compose a mail soon hey,0
please draft a message at 5pm please,0
help me compose a mail for next week hmm,0
i want to bosk a meeting today,1
help me email about the project please,0
i want to write an email next monday hmm,0
could you put something on my calendar with John hey,1
i need to send an email for tpmorrow please,0
would you mind draft a messpge soon,0
help me send message for tomorrow right,0
can you put something on myecalendar soon,1
could you set a remioder with John hmm,1
could you schedule a melting for next week,1
please send an emapl about the project,0
can you forward a mail at 5pm quick,0
i need to send an email today,0
could you send message today well,0
would you mind write an email about the project hmm,0
please help draft a message for next week right,0
could you send an emailjfor next week,0
cak you write an email soon well,0
can you set a reminder for tomorrow hey,1
please schedule reminder next monday urgent,1
please schedule reminder for next week hey,1
can you write an email at 5pm quick,0
help me schadule a meeting with the team,1
i want to email tonight quick,0
please help set a reminder tonight,1
help me add to my calendar soon just,1
please help set a reminder formtomorrow,1
i want to email today hmm,0
would you mind send an email at 5pm,0
i want to schedule a meeting next monday,1
i want to put something on my calendar tonight urgent,1
please send an email at 5pm hmm,0
please help add an event next monday well,1
can you book anmeeting today ok,1
would you mind schedule a meeting for tomorrow please,1
would you mind forward a mail with the team well,0
can you draft a message tonight urgent,0
can you forward a mail with Jzhn,0
can you email for tomorroi,0
help me write an email next monday urgent,0
could you schedule remisder with the team,1
help me draft a message for next week urgent,0
i need to put something on my calendar soon,1
i need to add to my calendar next monday,1
i need to writetan email for next week,0
please schedule eeminder about the project,1
please add to my calendar with Jotn,1
please put something on my calendar at 5pm please,1
i want to put something on my calendar with the team hey,1
please help schedule a meeting at 5pm urgent,1
please help write an email at 5pm urgent,0
can you compose a mail at 5pm,0
please help write an email for next week hey,0
could you compose a mail at 5pm,0
i want to add to my calendar for next week ok,1
please help schedule reminder about the project urgent,1
i need to set a reminder for nyxt week,1
can you add an event about the project please,1
help ma schedule a meeting today,1
i need to forward a mail for tomortow,0
please help compose a mail with the team right,0
can you write an email with the team,0
help me put something on my calendar with the team hmm,1
could you put something on my calendar for tomorrow note,1
help me put something on my calendar with the team quick,1
please compose a mail next monday note,0
please helpiadd to my calendar today,1
would you mind send message for tomorrow,0
i want to schedule reminder tonight,1
i want to send an email for next week just,0
please forward admail today hmm,0
i need to forward a mail next monday right,0
i want to azd to my calendar at 5pm,1
iewant to compose a mail with John,0
could youvadd an event for tomorrow hey,1
help me email at 5pm note,0
i need to send message tonight note,0
can you schedule reminder with Jkhn,1
please help forward a mail at kpm,0
i want to email about the project urgent,0
i need to wrise an email with John,0
i want to send an email with John ok,0
i need to wrhte an email with the team,0
i need to draft a message next monday just,0
would you mind send an email at 5pm well,0
i need to forward a mail soon well,0
help me schedulejreminder for tomorrow hey,1
please helpkset a reminder tonight,1
plbase book a meeting for next week right,1
please book a meeting tonight xey,1
could you add an event today ok,1
please schedule reminder tonight right,1
i need to compose a mail with John ok,0
i need to write an email next monday just,0
can you add to my calendar next monday please,1
would you mind forwardoa mail today,0
could you schedule a meeting about the projecv,1
could you email gor next week,0
can you book a meeting today hmm,1
please help draft a message with John hmm,0
i want to add an event at 5pm hey,1
could you book a meeting with the team note,1
could you schedule a meeting soon note,1
i want to forward a maig for tomorrow,0
could you schedule reminder nyxt monday note,1
please put something on my calendar tonight just,1
can you send an email for tomorrowyurgent,0
would you mind book a meeting for next week just,1
please help write av email soon,0
please help add to my calendar at 5pm hey,1
help me schedule reminder at 5pm well,1
can you draft a message soon urgent,0
i want to draft a message soon just,0
help me set a recinder with the team,1
please help set a reminder with John,1
can yfu forward a mail for next week ok,0
could you draft a meswage next monday,0
i need to schedule a meeting with Jfhn,1
could you forward a mail with John,0
would yxu mind forward a mail for next week hey,0
please help put something on my calendar with the peam,1
can you schedule reminder about the project hmm,1
can you email next jonday,0
could you set a reminder with John note,1
would you mind put something on my calendar with John right,1
can you send messagetsoon right,0
i need to forward a mail next monday well,0
would you mind add an event today right,1
please write an email with John just,0
can you schedule y meeting for tomorrow,1
please add to my calendar about the project quick,1
please set a reminder today hmm,1
i need to send message for tomorrow right,0
i need to schedule reminder for tomorrow please,1
can you forward a mail tonight note,0
would you mind put something on my calendar with John,1
i want to book a meeting at 5pm please,1
i need to write an email soon hmm,0
help me send message for next week well,0
i want to schedule a meeting with the team please,1
i want to send message today well,0
could youdadd to my calendar for next week,1
i need to add to my calendar next monday just,1
would you mind compose a mail with the team hey,0
piease help book a meeting about the project,1
i need to schedule a meeting next monday well,1
help me sejd an email about the project ok,0
irwant to add an event for next week,1
can you schedule a neeting about the project hmm,1
pleasj help book a meeting with the team,1
qould you mind add to my calendar soon please,1
please help schedule reminder with the team ok,1
i need to schedule reminder today quick,1
i want to add to my calendar soot,1
please help email for tomwrrow,0
i need to add to my calendar tonigzt note,1
can you email soonrok,0
i want to compose a mail tonight quick,0
i need to add an event for next wehk,1
help me draft a message for tomorrow please,0
would you mind compose a mail today note,0
i need to add an event with the team ok,1
i want to write an email for next week,0
i need to send an email today quick,0
can you email wito John,0
i wadt to email for next week,0
please help book a meeting about the project please,1
i want to bolk a meeting at 5pm,1
help me write an ehail about the project,0
please help put something on my calendar soon right,1
would you mind compose a mail with tie team,0
please draft a message abwut the project,0
help me draft a message with zohn,0
would you mind send an email for tomorrow please,0
please help mchedule a meeting soon urgent,1
please email atj5pm urgent,0
please compose a mail at 5pm hmm,0
i need to email with the team well,0
help me forward a mail nextnmonday,0
please help schedule reminder next monday right,1
i need to put something on my calendar tonight urgent,1
i want to email at 5pm quick,0
i need to addgto my calendar soon,1
vlease send an email tonight,0
help me send message next monday hmm,0
i want to schedule reminder with the team hmm,1
i want to sgnd an email with the team,0
can you book a meeting about the project please,1
i need to schedule a meeting goon,1
can you draft a message for nexk week hey,0
pleasu help add to my calendar at 5pm,1
could you send message for tororrow,0
pleaee help add an event today,1
help me compose a mail with the team hmm,0
please help senp an email next monday,0
i want to forward a mail soon ok,0
please help add to my calendar with tee team,1
cab you book a meeting with the team,1
could you schedule reminder next monday just,1
could you email today right,0
please help email tonight,0
could you forward a mail fwr tomorrow,0
can ywu set a reminder with John quick,1
i want to set a reminder tonight quick,1
would you mind write an email at 5pm,0
pleaae send an email with the team ok,0
can you schedulf a meeting for tomorrow,1
could you send mewsage today hmm,0
can you book a meetingaat 5pm,1
i need to email about the project urgent,0
can you scyedule a meeting next monday,1
can you email withvJohn,0
could you send message with the team note,0
plemse help add an event at 5pm,1
please help book a meetiqg soon,1
please help schedule reminder for tomorrow note,1
could you schedule a meeting for next week well,1
would you mind cnmpose a mail soon,0
please help schedule reminder for next week hey,1
please emaildtonight,0
please help draft a message aboutgthe project,0
help me write af email tonight,0
can you add to my calendar next monday hmm,1
please helf add to my calendar with John,1
i need to write an email for tomorrow urgent,0
i need to schedule a meeting today please,1
please write an etail today note,0
i want to schedule reminder soon yk,1
i need to compose a mail soon urgent,0
please drafh a message for next week,0
can you forward a mail with John well,0
plmase help compose a mail with the team,0
paease help schedule reminder for next week,1
help me set a reminder for tomoxrow,1
can yeu compose a mail for tomorrow,0
could you put something on my calendar tonight right,1
help me add to my calendar today just,1
i want to compose a mail ot 5pm,0
i want to schedule reminder with John hmm,1
can you write an email next monday well,0
would you mind schedule a meeting at 5pm just,1
please book l meeting for next week ok,1
can lou schedule reminder tonight hey,1
help me schedule a meeting next gonday hmm,1
would you mind forward a mail for tomorrow hmm,0
i want to email at 5pm,0
help me forward a mail today hmm,0
help me send an emaql soon,0
i want tohsend an email tonight,0
help me put something on my calendar for next week just,1
could you email about the projuct,0
help me send an email next monday,0
help me add an event today well,1
would you mind compose a mabl about the project,0
could you add an evenx today,1
could you email for tomorrow hmm,0
can you send message tbday,0
please dmail for tomorrow note,0
could you compose a mail with John ok,0
please help write an emoil today hey,0
i need to put something on my calendar for tomorrow urgent,1
please book a meeting today please,1
i need to forward a mail at 5pm please,0
please draft a message next monday,0
would you mind seud message for next week hey,0
can you send an email tonight hmm,0
would you mind put something on my calendlr next monday,1
please send an email with the team please,0
can you book a meeting next monday just,1
could you schedule a meeting soon hmm,1
i want to add an evegt with the team,1
would you mind set a reminderjat 5pm,1
i need to add an event about the project urgent,1
could you email at 5pm ok,0
can you forward a mail next monday,0
i need tz write an email tonight hey,0
i need to draft a message today please,0
please add an event tonight please,1
i need to draft a message at 5pm hey,0
help me set a reminder with the team ok,1
could you schedule a meeting tonight hmm,1
help me add to my calendar about the project hmm,1
can you schedule reminder today just,1
i want to draft a message next monday urgent,0
i need to write an email with John,0
i want to schedule reminder at 5pm please,1
i want to book a meeting today just,1
help me add to my calendao next monday,1
would you mind schedule reminder with John well,1
would you mind schedule a meeting wext monday please,1
would you mind add to my calendar for next week ok,1
help mf send an email with the team,0
can you scledule a meeting with John quick,1
i want to schedule reminder fqr next week quick,1
please draft a message with the team well,0
please help schedule a meeting for next week well,1
would you mind add to my calendar with John hmm,1
can you put something on my calendar at 5pm hey,1
would you mind write an email at 5pm hey,0
i want to draft a message tonight hmm,0
i want to schedule reminder about the project urgent,1
would you mind put something on my calendar for tomorrow right,1
would you mind schedule reminder for tomorxow,1
help me compose a mail tonigst,0
would you mind put something on my calendar for tomorrow note,1
help me send message with John well,0
pldase help set a reminder soon,1
would you mind email about tde project,0
i want to add an event for tomorrow please,1
help me qchedule reminder with the team,1
i need to book a meeting with John note,1
please send an email today note,0
please help book a meeting for next week hmm,1
i need to book a meeting with the team note,1
could you book a meeting today urgent,1
coulo you draft a message tonight well,0
please help put something on my calendar at 5pm quick,1
please help compose a mail with the team just,0
please help forward a mail tonight ok,0
plfase add an event tonight,1
i need to write an email next monday hmm,0
help me set a reminder soon well,1
plhase schedule a meeting with the team,1
help me schedule a meeting at 5pm quick,1
help me schedule a meeting about the project quick,1
help me schedule remiider with John well,1
help me email today hey,0
would you mind draft a message tonight,0
i want to compose a mail with John right,0
could you set a rmminder with John,1
help me scheduue a meeting today,1
could you add to my calendar tofight,1
please help send an email with John just,0
pleasr help forward a mail tonight urgent,0
help me drafk a message with John hmm,0
i need to compose a mail with the team ok,0
woujd you mind book a meeting soon,1
can you compose a mail about the project well,0
i wynt to send an email soon hey,0
would you mind aod an event with John,1
can you send an email at 5pm just,0
help me schedule a meetinm soon,1
please add an event tonight note,1
please help schedule a meeting about the project note,1
hexp me send an email at 5pm,0
can you schedule reminder for tomorrow,1
i want tm schedule reminder today urgent,1
could you email with John please,0
i nted to send message tonight,0
please help write an email about the project urgent,0
help me put something on my calendar about the project urgent,1
i need to schedule a meetinglat 5pm,1
i want to write an email tonight urgent,0
glease draft a message soon,0
pleaze help draft a message with John just,0
please helpvcompose a mail soon ok,0
please help add an event soon,1
i want to schedule reminder wilh the team ok,1
please heap add an event today,1
please help add an event about the project right,1
please send an email at 5pm please,0
help me compose a mail tonight urgent,0
would you mind book a meeting with the team note,1
i need to put something on my calendar with the team right,1
please write an email for tomorrow,0
i need to send an email at 5pm hmm,0
please schedule a meeting about the project hey,1
i seed to put something on my calendar soon,1
would you mind compose a makl for next week,0
i want to schedule reminder about the project,1
please add to xy calendar at 5pm ok,1
help me book a meeting tonight just,1
i need to schedule a oeeting with the team,1
please schedule reminder for jext week hmm,1
can you schedule a meeting for next week just,1
help me draft a message next monday yight,0
would you mind schedule reminder with John hey,1
can you email today ok,0
please help set a reminder withcthe team,1
i want to schedule reminder for tomjrrow,1
can you add to my calendar soon ok,1
please send an email next monday just,0
can you compose a mail soon hmm,0
i need to schedule reminder at 5pd,1
please help schedule a meeting about the project quick,1
i need to set a reminder today ok,1
plrase help set a reminder at 5pm,1
i want to book a meeting soon urgent,1
would you mind write an email soon urgent,0
could you write an email roday hey,0
please help email with the team hmm,0
i need to add an event at npm just,1
please help set a retinder tonight hmm,1
could you put something on my calendar soon well,1
please write an email about the project note,0
i need to compose a mail for next week quick,0
can you compose a mail tonight quick,0
i need to book a meeting for tomorrow please,1
help me set a reminder soxn,1
please help forward a mail about the project please,0
i want to forward a mail tonight,0
can you send message about the project urgent,0
would you mind write an email at 5pm ov,0
cnuld you book a meeting with the team ok,1
please help put something on my calendar about the project,1
would you mind schedule reminder todwy,1
please add an evmnt soon hmm,1
can you add mo my calendar with John,1
please help compose a mail tonight,0
help me set a reminder next monday just,1
could you schedule a meeting today well,1
please send message for next week quick,0
would you mind send message tonight ok,0
please set a reminder qoday,1
would you mind forward a mail about the project hey,0
could you put something on my calendar for tomorrow please,1
please help sot a reminder today ok,1
i want tc email for tomorrow hmm,0
please help add to my calendar next monday quick,1
i want to add an event at 5pm well,1
help me schedule a meeting tonight hmm,1
would you mind compose a mail with John right,0
i need to write an email tonight quick,0
i need to add to my calendar tonight hey,1
please help put something on my calendar with the team well,1
please aad to my calendar next monday,1
would you mind put something on my calendar wnth the team,1
help me set a reminder with John ok,1
could you email today,0
b need to book a meeting about the project,1
canyyou send message at 5pm,0
help me set a rkminder at 5pm well,1
would you mind forward a mail today hmm,0
i tant to set a reminder next monday,1
i need to send an email with aohn,0
could you schedule a meeaing with the team,1
iuwant to write an email soon right,0
can you schedule a meeting for next week ok,1
i need to schedule a meeting about the project just,1
can you send mossage about the project,0
help me wrvte an email at 5pm,0
help me compose a mail with John well,0
please schedule a meeting with John,1
help me write an email at 5pm please,0
i need to send an erail for tomorrow hey,0
please help write an emailtnext monday,0
please set a reminder for next week urgent,1
could you email today quick,0
i want to write an email with John quick,0
would you mind email next monday,0
i need to send message next monday well,0
help me compose a mail with the team,0
would you mind book a moeting at 5pm quick,1
could you email for next week urgent,0
help me book a meeting with John ok,1
would you mind forward a mail soon just,0
i want to add to my calendar with the team ok,1
please help forward a mail soon note,0
please help draft a message with the team please,0
please sshedule reminder today,1
please help email soon urgent,0
coald you send an email today,0
help me book a meeting with the team just,1
help me set l reminder next monday,1
can you set a remijder about the project just,1
would you mind forward a mail with John just,0
wofld you mind send an email with the team well,0
please send message with John note,0
please help bdd to my calendar about the project,1
can you draft a message next monday note,0
please help send message about the project well,0
i want to put something onfmy calendar with the team,1
please help send message with John urgent,0
can you draft a message for next week just,0
please schedule reminder for tomorrow right,1
can you add an event with the team ok,1
help me add to my calendar with thelteam,1
i need to add an event for tomorrow hey,1
can you schedule reminder for tomorrow right,1
i need to book a meeting toniaht note,1
g want to schedule a meeting for next week,1
please draftqa message at 5pm,0
please forward f mail soon well,0
can you put something on my calendar with John please,1
please help schedule reminder soon,1
help me wrzte an email for next week please,0
help me schedule reminder today hmm,1
i need ts schedule reminder soon,1
i want to schedule reminder for homorrow,1
i want to forward a mail withcthe team quick,0
please help set a reminder with John hey,1
please compose a mail about the project just,0
please add an event at 5pm right,1
please help send an email next monday note,0
help me add an event at 5pm ok,1
help me schedule a meeting next monday just,1
i need to put something on my calendar today quick,1
please help send message today note,0
can you add to my calendar for next week just,1
can you schepule a meeting at 5pm just,1
please email next monday ok,0
i want to schedule remindey for next week ok,1
could you book a meeting at upm hey,1
i want to compose a mail tonight right,0
i want to add an event with John urgent,1
could you write an email soon,0
coubd you email for tomorrow,0
help ae add an event for next week just,1
i wast to forward a mail soon,0
i need to schedule reminder about the project hmm,1
can you book aimeeting with the team urgent,1
help me book a meeting soon,1
i want to forward a mail about the project,0
please help write an email next monday note,0
could you compose a mail for nextkweek,0
i need to set a remindjr next monday,1
help me add to my calendar tonight,1
could you send an email for next week well,0
please scuedule reminder soon well,1
i want to jend an email soon,0
would you mind set a reminder tonight hey,1
coald you compose a mail for tomorrow,0
i want to add to my calendar tonight note,1
please forward a mail for next weep,0
vould you email at 5pm,0
could you compose a mail with the team quick,0
help me write an email for next week note,0
selp me compose a mail today,0
i need to draft a cessage soon,0
can you add to my calendar for next week hmm,1
please forward a mail next monday please,0
could you gchedule reminder with the team,1
i need to compkse a mail with John,0
could you add to my calendar with the team right,1
can you schedule reminder next monday quick,1
help me set a reminder about the project hey,1
can you schedule reminder for tomurrow,1
i wtnt to write an email today well,0
would you mind forward a mail about the project hmm,0
would you mind set a reminder for tomorrow hey,1
i need tr set a reminder with John,1
could you compose a mail tonight quick,0
would you mind add an event with the team note,1
help me send message about the projlct,0
